Username,Tweet,Retweet_Count,Favourite_Count,Date
=@salaam093,"@DrTedros @WHO I don't understand what you do in China. Did you come to make friends with the Chinese government??
How to do a research report without going to Wuhan, Hubei Province? Through the data we provide, you all believe it??
You're so irresponsible! A bunch of politicians!????",0,2,20 21 2020 08:21.AM
=@Kaukning,@BNODesk @Jonathan360 @maga_gear @lookner Die Welt says that Chineese authorities stopped to search case door by door today. https://t.co/LNXg5FMhIw,0,0,20 20 2020 08:20.AM
=@AndrewSalmieri,"=@Sun_Zhenlong @erdmannchen2 not sure if you know, but is all of China as bad as Wuhan/hubei?",0,0,20 20 2020 08:20.AM
=@WittyWise3,@amnestyusa ? How about if he just redirects them to Wuhan China?,0,0,20 20 2020 08:20.AM
=@prem_kandhai,@TheSun In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/DwVTTlURZy,0,0,20 20 2020 08:20.AM
=@Coronav59423133,There is only one chart. A quasi linear function where the health provider is able to provide adeqate healthcare for the next person that walks through the door. Then you have the break even point. After that it goes exponential. #coronavirus #2019nCoV #outbreak #Wuhan #COVID19,0,1,20 20 2020 08:20.AM
=@GoodnessMrcy,SMOKING GUN: China Bought Weaponized Wuhan Virus From US https://t.co/3DnUzdb2VH,0,0,20 20 2020 08:20.AM
=@QpatriotD,@CW33433 @JordynTrump1 I would rather spend 3 days and Wuhan China licking ever door knob and handle than watch 2 seconds of that democrat clown debate. And are they seriously going to allow that tiny racist from NY to stand on a box?,0,1,20 20 2020 08:20.AM
=@globaltimesnews,"As the deadline to screen all suspected and confirmed infections of #COVID19 in #Wuhan looms, total unknown infections, continuing human-to-human transmission and less cooperative residents lead to slow progress in prevention and control work in epicenter. https://t.co/J4PiJ51Zd5 https://t.co/Kij6SftxtM",7,11,20 20 2020 08:20.AM
=@Rakiko_Hime,"HARD TO FIND THE REAL NUMBERS... = Chinese ex-pat Guo Wengui told the world that the actual numbers are more than 1-million infected and more than 100,000 dead, in Hubei Province alone https://t.co/OdHbwQOdzs",0,0,20 19 2020 08:19.AM
=@redstateflyover,=@catturd2 @MagLandrace lick doorknobs in Wuhan,1,13,20 19 2020 08:19.AM
@109qk,@iceup @EndGameWW3 That was Wuhan hours before lockdown on Jan 23 #Covid19 #coronavirus,0,0,20 19 2020 08:19.AM
=@LateNightCam,"Coronavirus kills Chinese film director Chang Kai and his family in Wuhan, reports say - CBS News https://t.co/CU3E9hJKi0",0,0,20 19 2020 08:19.AM
=@MinvstrD,"@mintteaGuo @HelenBranswell I'd love to see the excess deaths for Hubei/Wuhan, but if we're honest, I dont think we're ever going to see that kind of data.",0,0,20 19 2020 08:19.AM
=@SEACoronavirus,"@ella04600576 indonesian media has a habit of blowing up patient names, like the names of the 238 evacuated Indonesian citizens from wuhan",3,4,20 19 2020 08:19.AM
=@virusPLEX,"What happened on the Japanese cruise ship (Diamond Princess) - huge numbers, spreading everywhere, many severe cases - that’s what happened early in Wuhan/Hubei, and that’s what will happen in Pakistan, Iran, Thailand, Mexico, Latin America, Africa.   It’s not over. 
-VP",0,1,20 19 2020 08:19.AM
=@rosa_girald,First coronavirus patient had NO connection to Wuhan seafood market | Daily Mail Online https://t.co/1nhE0Yurjx,0,0,20 19 2020 08:19.AM
=@Tinfoilhatter,"@stacyherbert ""China just deployed 40 mobile incinerators to wuhan"" - Zero hedge. But you are right, it seems like the WHO effort to stop the spread of ""misinformation"" has expanded to also silencing the MSM.",0,2,20 18 2020 08:18.AM
=@PamelaHills2,People in Wuhan Suspected of Having Coronavirus Are Allegedly Locked in Their Own Homes “To Starve and Die” - https://t.co/M3jprsGAbF,0,0,20 18 2020 08:18.AM
=@PonderByTheWell,"""No Reason for Alarm"" Is a Foolishly Over-Reassuring Message about the Novel Coronavirus Spreading from Wuhan, China (Peter Sandman site article) https://t.co/LQ9ILUuk9v",0,0,20 18 2020 08:18.AM
=@Eaglized,UN Troops Featured in World Military Games in Wuhan China https://t.co/dzYw80AJYT,0,1,20 18 2020 08:18.AM
=@Frankemensa,"?Coronavirus 20 times more lethal than the flu? Death toll passes 2,000.

https://t.co/yTgGBFV3wO",0,1,20 18 2020 08:18.AM
=@SignalsBroken,=@lookner May I Tweet the chart from one of your viewers that u showed earlier on hubei non Wuhan Newly reported cases? I will Source yr show and the creator (didnt catch his name),0,0,20 18 2020 08:18.AM
=@xprofdefrancais,https://t.co/Asbts6fwP5 SMOKING GUN: China Bought Weaponized Wuhan Virus From U.S.,0,0,20 18 2020 08:18.AM
=@gojomo,"@DanielleFong @Trumpery45 @MorOhmic Maybe! But infection entered Diamond Princess January 20; quarantine only began 2 full weeks later. It's now another 2 weeks after that. Still zero deaths. (I expect there may be a few, but nothing there yet supports the idea of Wuhan-level mortality.)",0,0,20 18 2020 08:18.AM
=@RamblingGroyper,@2019ncoVirus @dog_marv Ah yes Americans dying like “Hong Ling” who was t even a US citizen and was in Wuhan. https://t.co/BrvybcgUso,0,1,20 18 2020 08:18.AM
=@salaam093,"@WHO @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO I don't understand what you do in China. Did you come to make friends with the Chinese government??
How to do a research report without going to Wuhan, Hubei Province? Through the data we provide, you all believe it?????",0,0,20 17 2020 08:17.AM
=@YoNews,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses”,https://t.co/pccUyamDSt",0,0,20 17 2020 08:17.AM
=@RWanBLONDE,@0die8 @Imaginer77 @TWITMO_INMATE @shazlandia @Odie8 @donnie_maga @freenaynow @skybluecanoe @BarbFromCamelot @amyfaistlynch @GodHasThisNow @SMACKINHATERZ @LoveHasOnly1 @DougieFreshii @TheWantedEmcees @BackForAllOfIt1 @TroyAle52891286 @GenFlynn I’m not sure what to make of all this. ?   I just know that Wuhan is the perfect place for an outbreak. https://t.co/j0hOnANsQr,1,4,20 17 2020 08:17.AM
=@stevechuku,"Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/jJPuh3pB5z  Well, let them trace it to whatever lab, nip and counter-attack it; save lives and nations that now live at the mercy of its spread.",0,0,20 16 2020 08:16.AM
=@zorinaq,"Starting today, Hubei Province no longer summarizes the true number of new cases of coronavirus, but instead reports the net increase.

Today there were 615 new cases in Wuhan, but hundreds of ""reductions"" in other cities, so the total provided is ""349 new cases.""

See math:
1/2",1,8,20 16 2020 08:16.AM
=@officialmmw,@begottensun I take that official statement with a grain of salt. The person came from Wuhan on the 18th of February. Wuhan is under lockdown which means the person escaped. Also 90% of coronavirus infections are from Wuhan. Which means that person is extremely high risk.,0,1,20 16 2020 08:16.AM
=@Just_For_Moment,"@varshasinghs @RantingDosa This @RantingDosa must miss,
if she could take the birth in #Wuhan
So she can at least enjoy the other feast also.

Eat whatever shit you can but can't tell others what's not in their faith..

These convents have destroyed the whole generation like a garbage dump.
Pity on parents",1,1,20 16 2020 08:16.AM
=@Truthse84833901,So sad these medical guys are heroes in #Wuhan #WuhanCoronavirus   You would think the state would do their best to protect their people. https://t.co/xHngrTexU1,0,0,20 16 2020 08:16.AM
=@boband75,"@CathyHe_ET Well the word it out:  millions infected, close to a million dead.  Virus came from Wuhan level 4 containment lab.  All the commies left in early January.  Likely in California.  Some dead already.  #CCP_is_terrorist #CCPChina #CoronavirusOutbreak",1,4,20 15 2020 08:15.AM
=@gldbug,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” https://t.co/RrF6jpzgk7   Oh my...",0,0,20 15 2020 08:15.AM
=@InesPepe1,"=@jenniferatntd @PeterYe41807693 Amazon? since when a shopping website deals with misinformation? Strange. how these unicorns identify misinformation in @WHO? Till now, @who is not allowed to send team to Wuhan?",1,2,20 15 2020 08:15.AM
=@mysummitexpress,"Dean Koontz wrote about a “Wuhan-400” virus outbreak, set in 2020! Creepy? ? Definitely!

https://t.co/ryqNWtlJNB",1,1,20 15 2020 08:15.AM
=@VinnySpaghetti,"=@catturd2 visit every restaurant in Wuhan, China",0,7,20 15 2020 08:15.AM
=@JonahofNinevah,"For your sad discernment ...

China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” – https://t.co/GUpWbkB0XL https://t.co/KpBBbrLYs2",7,15,20 15 2020 08:15.AM
=@prem_kandhai,@nytimes In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/hLw3ddhrw6,0,0,20 15 2020 08:15.AM
=@GEN35210,"@catturd2 Participate in a ""get the most people to sneeze in my face"" challenge in Wuhan.",0,0,20 15 2020 08:15.AM
=@thepapercn,"Mia San Mia! As a fan of FC Bayern München, a Hangzhou doctor combating #coronavirus in Wuhan received a special gift: a victory from his favorite team. He was full of joy and was cheered up after getting a reply on Weibo from Thomas Müller @esmuellert_. https://t.co/bt6PIWdNCI https://t.co/WuU6MK1808",1,1,20 15 2020 08:15.AM
=@VinTweets,=@RantingDosa @shanky_Vijay why don’t you eat a bat imported from Wuhan market instead,0,0,20 14 2020 08:14.AM
=@kit_loring,The Devil is In the details SO2 Levels Over Wuhan CHina Off the HOOK! Ev... https://t.co/A8F0YyoCwZ via @YouTube #CoronavirusOutbreak,0,0,20 14 2020 08:14.AM
=@ssale071,Could coronavirus be linked to China's biowarfare program? https://t.co/myLxoegm3u YES!  IT PROBABLY WAS AND WUHAN was the test site. Why did the doctor die?? CHINA does not play fair. https://t.co/u1WRMe8FmZ,0,0,20 14 2020 08:14.AM
=@KaliPatriot,"A book published The Eyes of Darkness, 1981 by Dean Koontz, tells of a Chinese military lab that creates a virus as part of its biological weapons program The lab is located in Wuhan, which lends the virus its name, Wuhan-400.
So is this a coincidence? https://t.co/Ir8qJn5ruz https://t.co/dqPmxTVmSp",5,4,20 14 2020 08:14.AM
=@Chuck_Biskits,"@TomthunkitsMind What they are doing might explain as to why there is such a difference in infection - contamination in Wuhan compared to the rest of china, next city marked in blue - 560 infected & only 5 deaths https://t.co/hSAzf5S7d1",0,0,20 14 2020 08:14.AM
=@Jay_Corwin,@cirrus1701 Fair point.  Although we should be wary about anyone who's recently been to Wuhan trying to lick anything around us.,0,1,20 14 2020 08:14.AM
=@spank419,They are forcing people to go back to work when they know the outbreak is spreading faster than they can control. You wonder why the WHO is not allowed in Wuhan? We all know why. This is so dangerous to our globe. Miss information and propaganda,0,0,20 14 2020 08:14.AM
=@nytimesworld,"Anna Liu, a journalist, returned to Wuhan to celebrate the Lunar New Year with her parents. After the city was put on lockdown, her first instinct was to report. https://t.co/bDHSqt0PC0",8,16,20 14 2020 08:14.AM
=@joshuaziering,"Drones are flying around Wuhan spraying right now. 

If you lived there, wouldn't you like to know the entity operating them was legitimate without having to get close enough to use Broadcast Remote ID? Or be able to avoid them entirely?

#NPRM #Drones #RemoteID #Safety",0,2,20 13 2020 08:13.AM
=@Inaliberata1,"5G- VIDE0S/ARTICLES-2 WUHAN hospitals use 5G-POWERED ROBOTS for PATIENT GUIDING,DISINFECTION and DELIVERING MEDICINE.
https://t.co/HatnEHMsN0
CHINA uses 5G-POWERED ANDROIDS to MONITOR residents' BODY TEMPERATURES
https://t.co/4XY1oOyIxC https://t.co/JMbsvfppbk https://t.co/5cnc1chnoF",1,1,20 13 2020 08:13.AM
=@gholland04,"??? Gordon Chang: It is possible the coronavirus came from secret Wuhan,
China Bio Lab

... what kind of people would release this on their own People !!?!!

?@realDonaldTrump?  https://t.co/gs0GTuDOqG",11,23,20 13 2020 08:13.AM
=@troydcharleston,=@Blckjack9 you had that Wuhan bro.,0,0,20 13 2020 08:13.AM
=@alexxx1232013,"News For The Rest Of The World On 2/19/20 ! Tracking Coronavirus: Map, Data and Timeline ! #Trump2020 #MAGA #KAG #PatriotsUnite #PatriotsUnited #Wuhan #China #CCP #WHO #CDC https://t.co/idtrKwMNMN",0,0,20 12 2020 08:12.AM
=@Anthony03504140,"=@robert_spalding I’m still waiting for This goon to slam Russia, its “closest ally”, for sealing its border with China, and denying entry visas to all Chinese nationals. all in the name of containing the Wuhan virus. Btw, DID Russia send any material aid to Wuhan, like the us did?",0,0,20 12 2020 08:12.AM
=@KyleLadewig,@imkialikethecar This WeWork/Wuhan PR attempt has to be the most 2020 thing I've read all year  #WuWork https://t.co/hyqQvO9j1S,0,0,20 12 2020 08:12.AM
=@villaverjerre,Good as gets thank God none so far Latin folks Mexico Central and South America working in China or Wuhan el epicentro de viros has Corona Virus  Zip Zero nada ?,1,3,20 12 2020 08:12.AM
@7179_shannon,China Deploys 40 Mobile Incinerators To Wuhan: Report | Zero Hedge https://t.co/jz8Iag1WVx,0,0,20 12 2020 08:12.AM
=@DC7_HEART_BOT,"Wuhan Handong is extremely wonderful, which is why I want her to choke me like in You and I.",0,0,20 11 2020 08:11.AM
=@sabine_m_b,"Reporter's Notebook: Life and death in a Wuhan coronavirus ICU, East Asia News & Top Stories - The Straits Times https://t.co/79nfKu4Ypp",0,0,20 11 2020 08:11.AM
=@bsalvato,China deploys 40 incinerators amid fears of coronavirus death toll 'cover up' https://t.co/8FrKs6zC7h,0,0,20 11 2020 08:11.AM
=@avaree,@catturd2 Travel  to wuhan China gather up some homies and set sail on a cruise https://t.co/KbdP2Vo4Lb,0,0,20 11 2020 08:11.AM
=@steveusdin1,HIV patients in China fear #COVID19 lockdown will put medicine out of reach. Related: WHO cites models that show Wuhan travel ban had limited utility. https://t.co/TtkWE12FJ2 https://t.co/2y92stJDxA,0,0,20 11 2020 08:11.AM
=@APMMA_net,"Zhang Weili has been granted her US visa, ahead of her first title defence against Joanna Jedrzejczyk, at UFC 248 on March 7th.

The UFC strawweight champion left China earlier this month to train in Thailand and then Abu Dhabi, due to the Wuhan Coronavirus. 

#UFC248 https://t.co/fL2rApHa05",0,3,20 11 2020 08:11.AM
=@whatifisaidit,"Coronavirus kills Chinese film director Chang Kai and family members in Wuhan, reports say - CBS News https://t.co/rCnVXRcFw7",1,3,20 11 2020 08:11.AM
=@trev_sher,"Drone footage captures the eerie, deserted streets of Wuhan, China https://t.co/8GbH0bSZlT via @YouTube Ghost town of 11 million people? Bodies being burned? Whats your opinion?",0,0,20 11 2020 08:11.AM
=@hanneloremorto5,Scratch that: Now they’re saying Wuhan coronavirus (CoVid-19) has an R0 as high as 7.05 – https://t.co/L1tpSS7adH https://t.co/BWtKPVGqm3,0,0,20 11 2020 08:11.AM
=@zaldytor,"China deploys 40 incinerators amid fears of #COVID19 #coronavirus death toll 'cover up'?

Chinese media reports that the mobile furnaces – used for burning animal carcasses and medical waste – have been shipped to the centre of the Covid-19 outbreak https://t.co/e6cCD41lk9",4,6,20 11 2020 08:11.AM
=@datsgeorge4u,=@catturd2 eat bat soup at a Chinese wet market in Wuhan,0,1,20 11 2020 08:11.AM
=@demosucker,"@champpaul6 @chic_80 @trekonomics @AOC There are always that picky population who don't want their kids infected with Leprosy, Ebola, or Wuhan virus, to mention a few.   The usual reason of self-preservation is no longer valid for progressives but some bitter clingers still enjoy breathing.",0,1,20 10 2020 08:10.AM
=@coolsandy8800,"Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series – The BMJ https://t.co/nU5RCOj3ig",0,0,20 10 2020 08:10.AM
=@ROD4536,Wuhan Mother Speaks Out! Puts Her Life On the Line To Bring You This Message! https://t.co/ZQ28NqB6jZ,0,1,20 10 2020 08:10.AM
=@SmithRChris,How design can stop the spread of the Wuhan coronavirus https://t.co/YZEQZM2mIa,0,0,20 10 2020 08:10.AM
@1776QWWG1WGA,"@catturd2 I'd rather head on over to Wuhan for the weekend, I hear it's nice this time of year! ??",0,0,20 10 2020 08:10.AM
=@Balenciaga90,@truth_morality @newagedoc @tomkwill @bettybop49 @IsChinar What part says MERS?  They’re talking about SARS-CORONAVIRUS and Cytokine Storm in patiens in Wuhan.  ?? read again and go away. https://t.co/3rUaooxH0Z,0,0,20 10 2020 08:10.AM
=@prem_kandhai,@XinhuaChinese In Xi Jinping We Trust.?????Keep fighting China.Keep fighting Wuhan.Victory is Certain.The Sun Shall Rise Bright Red Again????? https://t.co/yjIjCJ4hBI,0,0,20 10 2020 08:10.AM
